Arsenal,AstonVilla,2,1
Arsenal,Bournemouth,3,2
Arsenal,Brentford,1,1
Arsenal,BrightonHoveAlbion,0,3
Arsenal,Chelsea,3,1
Arsenal,CrystalPalace,4,1
Arsenal,Everton,4,0
Arsenal,Fulham,2,1
Arsenal,LeedsUnited,4,1
Arsenal,LeicesterCity,4,2
Arsenal,Liverpool,3,2
Arsenal,ManchesterCity,1,3
Arsenal,ManchesterUnited,3,2
Arsenal,NewcastleUnited,0,0
Arsenal,NottinghamForest,5,0
Arsenal,Southampton,3,3
Arsenal,TottenhamHotspur,3,1
Arsenal,WestHamUnited,3,1
Arsenal,WolverhamptonWanderers,5,0
AstonVilla,Arsenal,2,4
AstonVilla,Bournemouth,3,0
AstonVilla,Brentford,4,0
AstonVilla,BrightonHoveAlbion,2,1
AstonVilla,Chelsea,0,2
AstonVilla,CrystalPalace,1,0
AstonVilla,Everton,2,1
AstonVilla,Fulham,1,0
AstonVilla,LeedsUnited,2,1
AstonVilla,LeicesterCity,2,4
AstonVilla,Liverpool,1,3
AstonVilla,ManchesterCity,1,1
AstonVilla,ManchesterUnited,3,1
AstonVilla,NewcastleUnited,3,0
AstonVilla,NottinghamForest,2,0
AstonVilla,Southampton,1,0
AstonVilla,TottenhamHotspur,2,1
AstonVilla,WestHamUnited,0,1
AstonVilla,WolverhamptonWanderers,1,1
Bournemouth,Arsenal,0,3
Bournemouth,AstonVilla,2,0
Bournemouth,Brentford,0,0
Bournemouth,BrightonHoveAlbion,0,2
Bournemouth,Chelsea,1,3
Bournemouth,CrystalPalace,0,2
Bournemouth,Everton,3,0
Bournemouth,Fulham,2,1
Bournemouth,LeedsUnited,4,1
Bournemouth,LeicesterCity,2,1
Bournemouth,Liverpool,1,0
Bournemouth,ManchesterCity,1,4
Bournemouth,ManchesterUnited,0,1
Bournemouth,NewcastleUnited,1,1
Bournemouth,NottinghamForest,1,1
Bournemouth,Southampton,0,1
Bournemouth,TottenhamHotspur,2,3
Bournemouth,WestHamUnited,0,4
Bournemouth,WolverhamptonWanderers,0,0
Brentford,Arsenal,0,3
Brentford,AstonVilla,1,1
Brentford,Bournemouth,2,0
Brentford,BrightonHoveAlbion,2,0
Brentford,Chelsea,0,0
Brentford,CrystalPalace,1,1
Brentford,Everton,1,1
Brentford,Fulham,3,2
Brentford,LeedsUnited,5,2
Brentford,LeicesterCity,1,1
Brentford,Liverpool,3,1
Brentford,ManchesterCity,1,0
Brentford,ManchesterUnited,4,0
Brentford,NewcastleUnited,1,2
Brentford,NottinghamForest,2,1
Brentford,Southampton,3,0
Brentford,TottenhamHotspur,2,2
Brentford,WestHamUnited,2,0
Brentford,WolverhamptonWanderers,1,1
BrightonHoveAlbion,Arsenal,2,4
BrightonHoveAlbion,AstonVilla,1,2
BrightonHoveAlbion,Bournemouth,1,0
BrightonHoveAlbion,Brentford,3,3
BrightonHoveAlbion,Chelsea,4,1
BrightonHoveAlbion,CrystalPalace,1,0
BrightonHoveAlbion,Everton,1,5
BrightonHoveAlbion,Fulham,0,1
BrightonHoveAlbion,LeedsUnited,1,0
BrightonHoveAlbion,LeicesterCity,5,2
BrightonHoveAlbion,Liverpool,3,0
BrightonHoveAlbion,ManchesterCity,1,1
BrightonHoveAlbion,ManchesterUnited,1,0
BrightonHoveAlbion,NewcastleUnited,0,0
BrightonHoveAlbion,NottinghamForest,0,0
BrightonHoveAlbion,Southampton,3,1
BrightonHoveAlbion,TottenhamHotspur,0,1
BrightonHoveAlbion,WestHamUnited,4,0
BrightonHoveAlbion,WolverhamptonWanderers,6,0
Chelsea,Arsenal,0,1
Chelsea,AstonVilla,0,2
Chelsea,Bournemouth,2,0
Chelsea,Brentford,0,2
Chelsea,BrightonHoveAlbion,1,2
Chelsea,CrystalPalace,1,0
Chelsea,Everton,2,2
Chelsea,Fulham,0,0
Chelsea,LeedsUnited,1,0
Chelsea,LeicesterCity,2,1
Chelsea,Liverpool,0,0
Chelsea,ManchesterCity,0,1
Chelsea,ManchesterUnited,1,1
Chelsea,NewcastleUnited,1,1
Chelsea,NottinghamForest,2,2
Chelsea,Southampton,0,1
Chelsea,TottenhamHotspur,2,2
Chelsea,WestHamUnited,2,1
Chelsea,WolverhamptonWanderers,3,0
CrystalPalace,Arsenal,0,2
CrystalPalace,AstonVilla,3,1
CrystalPalace,Bournemouth,2,0
CrystalPalace,Brentford,1,1
CrystalPalace,BrightonHoveAlbion,1,1
CrystalPalace,Chelsea,1,2
CrystalPalace,Everton,0,0
CrystalPalace,Fulham,0,3
CrystalPalace,LeedsUnited,2,1
CrystalPalace,LeicesterCity,2,1
CrystalPalace,Liverpool,0,0
CrystalPalace,ManchesterCity,0,1
CrystalPalace,ManchesterUnited,1,1
CrystalPalace,NewcastleUnited,0,0
CrystalPalace,NottinghamForest,1,1
CrystalPalace,Southampton,1,0
